Accession,Length,Protein,Geo_Location,Collection_Date
QMT51337,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51349,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT51361,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51373,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT51385,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51397,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT51409,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51421,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-06
QMT51433,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51445,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51457,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51469,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51481,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51493,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51505,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51517,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51529,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51541,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51553,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT51565,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT51577,1273,surface glycoprotein,"USA: Washington,Asotin County",2020-06-08
QMT51589,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51601,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51613,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51625,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51637,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51649,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51661,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT51673,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51685,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-06
QMT51697,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT51709,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51721,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-09
QMT51733,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT51745,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT51757,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51769,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT51781,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-07
QMT51793,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51805,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-07
QMT51817,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-06-08
QMT51829,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51841,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51853,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT51865,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51877,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT51889,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51901,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT51913,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT51925,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-06-08
QMT51937,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51949,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT51961,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT51973,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51985,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT51997,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT52033,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52045,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT52057,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT52081,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT52093,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52105,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-06-08
QMT52117,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT52129,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52141,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT52153,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT52165,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52177,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52189,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52201,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-07
QMT52213,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT52237,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT52249,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-07
QMT52261,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52273,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-06-08
QMT52285,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52297,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52309,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT52321,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT52333,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT52345,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT52357,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52369,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52381,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52393,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52405,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-09
QMT52417,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52429,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT52441,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT52453,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT52465,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52477,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT52489,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-10
QMT52501,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT52513,1273,surface glycoprotein,"USA: Washington,Benton County",2020-06-09
QMT52525,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-09
QMT52537,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT52549,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT52561,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT52585,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT52597,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT52609,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT52621,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT52633,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-06
QMT52645,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-07
QMT52657,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT52669,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52681,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT52693,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-09
QMT52705,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52717,1273,surface glycoprotein,"USA: Washington,Benton County",2020-06-09
QMT52729,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-08
QMT52741,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT52753,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52765,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52777,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT52789,1273,surface glycoprotein,"USA: Washington,Thurston County",2020-06-08
QMT52801,1273,surface glycoprotein,"USA: Washington,Spokane County",2020-06-08
QMT52813,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT52825,1273,surface glycoprotein,"USA: Washington,Thurston County",2020-06-08
QMT52837,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT52849,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT52861,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT52873,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT52885,1273,surface glycoprotein,"USA: Washington,Benton County",2020-06-03
QMT52897,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT52909,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT52921,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-03
QMT52933,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT52945,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT52957,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT52969,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-09
QMT52981,1273,surface glycoprotein,"USA: Washington,Whatcom County",2020-06-06
QMT52993,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-06
QMT53017,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT53029,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT53041,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-03
QMT53053,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-07
QMT53065,1273,surface glycoprotein,USA: Washington,2020-06-06
QMT53077,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT53089,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT53101,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT53113,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-02
QMT53125,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-08
QMT53137,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-04
QMT53149,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT53161,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-06-03
QMT53173,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT53197,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-06
QMT53209,1273,surface glycoprotein,"USA: Washington,King County",2020-06-04
QMT53221,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT53233,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-06
QMT53245,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-05
QMT53277,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53289,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-18
QMT53301,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53313,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-06-16
QMT53325,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53337,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53349,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53361,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53373,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-06-18
QMT53385,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-18
QMT53397,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-22
QMT53409,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-17
QMT53421,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53433,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53445,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53457,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-10
QMT53469,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53481,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-18
QMT53493,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53505,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-22
QMT53529,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-17
QMT53541,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-22
QMT53553,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53565,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53577,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-06-21
QMT53589,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53601,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53613,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53637,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53649,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53661,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-22
QMT53673,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53685,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53697,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-06-17
QMT53709,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53721,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-06-16
QMT53733,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-14
QMT53745,1273,surface glycoprotein,"USA: Washington,Snohomish County",2020-06-20
QMT53757,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53769,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-19
QMT53781,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53793,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-18
QMT53805,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-22
QMT53817,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-14
QMT53829,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-20
QMT53841,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-11
QMT53853,1273,surface glycoprotein,"USA: Washington,Pierce County",2020-06-21
QMT53865,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53877,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-11
QMT53889,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-22
QMT53901,1273,surface glycoprotein,"USA: Washington,Franklin County",2020-06-15
QMT53913,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-18
QMT53925,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-11
QMT53937,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT53949,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-12
QMT53961,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-12
QMT53973,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-11
QMT53985,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-15
QMT53997,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-23
QMT54021,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-17
QMT54033,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-18
QMT54045,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-16
QMT54057,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-17
QMT54069,1273,surface glycoprotein,"USA: Washington,Yakima County",2020-06-22
