Accession,Length,Protein,Geo_Location,Collection_Date
QMX86773,1273,surface glycoprotein,USA: FL,2020-03-19
QMT96184,1273,surface glycoprotein,USA: FL,2020-03-19
QMT96196,1273,surface glycoprotein,USA: FL,2020-03-19
QMT96208,1273,surface glycoprotein,USA: FL,2020-03-19
QMT96544,1273,surface glycoprotein,USA: FL,2020-03-19
QLL35126,1273,surface glycoprotein,USA: FL,2020-03-19
QLL35509,1273,surface glycoprotein,USA: FL,2020-03-19
QOU85658,1273,surface glycoprotein,USA: FL,2020-03-18
QOU85670,1273,surface glycoprotein,USA: FL,2020-03-18
QOU85706,1273,surface glycoprotein,USA: FL,2020-03-18
QOU85718,1273,surface glycoprotein,USA: FL,2020-03-18
QOF07853,1273,surface glycoprotein,USA: FL,2020-03-18
QOF10949,1273,surface glycoprotein,USA: FL,2020-03-18
QMT96556,1273,surface glycoprotein,USA: FL,2020-03-18
QMT96580,1273,surface glycoprotein,USA: FL,2020-03-18
QOU86690,1273,surface glycoprotein,USA: FL,2020-03-17
QOU87698,1273,surface glycoprotein,USA: FL,2020-03-17
QOU90350,1273,surface glycoprotein,USA: FL,2020-03-17
QOU95726,1273,surface glycoprotein,USA: FL,2020-03-17
QOF07841,1273,surface glycoprotein,USA: FL,2020-03-17
QOF09701,1273,surface glycoprotein,USA: FL,2020-03-17
QNN96588,1273,surface glycoprotein,USA: FL,2020-03-17
QMU91567,1273,surface glycoprotein,USA: FL,2020-03-17
QLL35138,1273,surface glycoprotein,USA: FL,2020-03-17
QLH57606,1273,surface glycoprotein,USA: FL,2020-03-17
QLH57618,1273,surface glycoprotein,USA: FL,2020-03-17
QLH57654,1273,surface glycoprotein,USA: FL,2020-03-17
QLH57690,1273,surface glycoprotein,USA: FL,2020-03-17
QOU85682,1273,surface glycoprotein,USA: FL,2020-03-16
QOU85694,1273,surface glycoprotein,USA: FL,2020-03-16
QOU86702,1273,surface glycoprotein,USA: FL,2020-03-16
QOU90338,1273,surface glycoprotein,USA: FL,2020-03-16
QOU95702,1273,surface glycoprotein,USA: FL,2020-03-16
QOU95714,1273,surface glycoprotein,USA: FL,2020-03-16
QOU95738,1273,surface glycoprotein,USA: FL,2020-03-16
QNN96576,1273,surface glycoprotein,USA: FL,2020-03-16
QMT96112,1273,surface glycoprotein,USA: FL,2020-03-16
QOU97478,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97490,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97502,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97526,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97538,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97550,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97562,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97574,1273,surface glycoprotein,USA: FL,2020-03-15
QOU97586,1273,surface glycoprotein,USA: FL,2020-03-15
QNE12068,1273,surface glycoprotein,USA: FL,2020-03-15
QMU91411,1273,surface glycoprotein,USA: FL,2020-03-15
QMU91531,1273,surface glycoprotein,USA: FL,2020-03-15
QMT96124,1273,surface glycoprotein,USA: FL,2020-03-15
QMT96148,1273,surface glycoprotein,USA: FL,2020-03-15
QLH57594,1273,surface glycoprotein,USA: FL,2020-03-15
QLH57630,1273,surface glycoprotein,USA: FL,2020-03-15
QOU91802,1273,surface glycoprotein,USA: FL,2020-03-14
QOU97514,1273,surface glycoprotein,USA: FL,2020-03-14
QMU91339,1273,surface glycoprotein,USA: FL,2020-03-14
QMU91363,1273,surface glycoprotein,USA: FL,2020-03-14
QMU91375,1273,surface glycoprotein,USA: FL,2020-03-14
QMU91387,1273,surface glycoprotein,USA: FL,2020-03-14
QMU91399,1273,surface glycoprotein,USA: FL,2020-03-14
QMT96160,1273,surface glycoprotein,USA: FL,2020-03-14
QMT96172,1273,surface glycoprotein,USA: FL,2020-03-14
QLH57678,1273,surface glycoprotein,USA: FL,2020-03-14
QNO31352,1273,surface glycoprotein,USA: FL,2020-03-13
QNN96564,1273,surface glycoprotein,USA: FL,2020-03-13
QMU91327,1273,surface glycoprotein,USA: FL,2020-03-13
QMU91351,1273,surface glycoprotein,USA: FL,2020-03-13
QMU91423,1273,surface glycoprotein,USA: FL,2020-03-13
QMU91435,1273,surface glycoprotein,USA: FL,2020-03-13
QMU91447,1273,surface glycoprotein,USA: FL,2020-03-13
QMU91459,1273,surface glycoprotein,USA: FL,2020-03-13
QMU91471,1273,surface glycoprotein,USA: FL,2020-03-13
QMT96100,1273,surface glycoprotein,USA: FL,2020-03-13
QMT96136,1273,surface glycoprotein,USA: FL,2020-03-13
QLH57666,1273,surface glycoprotein,USA: FL,2020-03-13
QKS66424,1273,surface glycoprotein,USA: FL,2020-03-13
QMT96052,1273,surface glycoprotein,USA: FL,2020-03-12
QLC46074,1273,surface glycoprotein,USA: FL,2020-03-12
QLC46086,1273,surface glycoprotein,USA: FL,2020-03-12
QLC46098,1273,surface glycoprotein,USA: FL,2020-03-12
QNS28038,1273,surface glycoprotein,USA: FL,2020-03-11
QNO31340,1273,surface glycoprotein,USA: FL,2020-03-11
QMT96040,1273,surface glycoprotein,USA: FL,2020-03-11
QMT96064,1273,surface glycoprotein,USA: FL,2020-03-11
QMT96076,1273,surface glycoprotein,USA: FL,2020-03-11
QMT96088,1273,surface glycoprotein,USA: FL,2020-03-11
QLC46109,1273,surface glycoprotein,USA: FL,2020-03-11
QLC46133,1273,surface glycoprotein,USA: FL,2020-03-11
QNN96528,1273,surface glycoprotein,USA: FL,2020-03-09
QNN96540,1273,surface glycoprotein,USA: FL,2020-03-09
QNN96552,1273,surface glycoprotein,USA: FL,2020-03-09
QMT96028,1273,surface glycoprotein,USA: FL,2020-03-09
QLC46026,1273,surface glycoprotein,USA: FL,2020-03-09
QLC46038,1273,surface glycoprotein,USA: FL,2020-03-09
QLC46050,1273,surface glycoprotein,USA: FL,2020-03-09
QMT96004,1273,surface glycoprotein,USA: FL,2020-03-06
QMT96016,1273,surface glycoprotein,USA: FL,2020-03-06
QLC46014,1273,surface glycoprotein,USA: FL,2020-03-06
QLC46062,1273,surface glycoprotein,USA: FL,2020-03-06
QJU11457,1273,surface glycoprotein,USA: FL,2020-03-06
QIZ15585,1273,surface glycoprotein,USA: FL,2020-03-06
QIZ15633,1273,surface glycoprotein,USA: FL,2020-03-06
QIZ15609,1273,surface glycoprotein,USA: FL,2020-03-05
QIZ15621,1273,surface glycoprotein,USA: FL,2020-03-05
QIZ15597,1273,surface glycoprotein,USA: FL,2020-03-02
QIV15032,1273,surface glycoprotein,USA: FL,2020-03-02
QIT06951,1273,surface glycoprotein,USA: FL,2020-02-28
QIT06963,1273,surface glycoprotein,USA: FL,2020-02-28
QJU11800,1273,surface glycoprotein,USA: FL,2020-02-21
QMT97216,1273,surface glycoprotein,USA: FL,2020
